X,Y,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM
29.684726,-2.532818,RW201000000001,RW,2010.000000,1.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,7.000000,Huye,GPS,R,-2.532818,29.684726,1706.000000,1702.000000,WGS84
30.310689,-1.833858,RW201000000002,RW,2010.000000,2.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.833858,30.310689,1631.000000,1631.000000,WGS84
29.478298,-1.888155,RW201000000003,RW,2010.000000,3.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.888155,29.478298,2310.000000,2324.000000,WGS84
30.521692,-2.366763,RW201000000004,RW,2010.000000,4.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,28.000000,Kirehe,GPS,R,-2.366763,30.521692,1388.000000,1399.000000,WGS84
30.018541,-2.171266,RW201000000005,RW,2010.000000,5.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,30.000000,Bugesera,GPS,R,-2.171266,30.018541,1437.000000,1445.000000,WGS84
30.114591,-2.036917,RW201000000006,RW,2010.000000,6.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-2.036917,30.114591,1392.000000,1392.000000,WGS84
29.799135,-1.768636,RW201000000007,RW,2010.000000,7.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,20.000000,Gakenke,GPS,R,-1.768636,29.799135,1560.000000,1549.000000,WGS84
29.967649,-1.769425,RW201000000008,RW,2010.000000,8.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,19.000000,Rulindo,GPS,R,-1.769425,29.967649,1911.000000,1901.000000,WGS84
30.111135,-1.974834,RW201000000009,RW,2010.000000,9.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.974834,30.111135,1428.000000,1424.000000,WGS84
30.310015,-2.038221,RW201000000010,RW,2010.000000,10.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,24.000000,Rwamagana,GPS,R,-2.038221,30.310015,1475.000000,1471.000000,WGS84
30.651838,-2.021018,RW201000000011,RW,2010.000000,11.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,27.000000,Kayonza,GPS,R,-2.021018,30.651838,1666.000000,1659.000000,WGS84
29.921206,-2.212707,RW201000000012,RW,2010.000000,12.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,R,-2.212707,29.921206,1479.000000,1469.000000,WGS84
29.413435,-2.22724,RW201000000013,RW,2010.000000,13.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.227240,29.413435,1923.000000,1919.000000,WGS84
29.512758,-1.912341,RW201000000014,RW,2010.000000,14.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.912341,29.512758,2322.000000,2318.000000,WGS84
29.631617,-1.997883,RW201000000015,RW,2010.000000,15.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.997883,29.631617,1590.000000,1622.000000,WGS84
30.824889,-2.072847,RW201000000016,RW,2010.000000,16.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,28.000000,Kirehe,GPS,R,-2.072847,30.824889,1483.000000,1469.000000,WGS84
29.813837,-2.116178,RW201000000017,RW,2010.000000,17.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,R,-2.116178,29.813837,1746.000000,1734.000000,WGS84
29.555812,-1.719926,RW201000000018,RW,2010.000000,18.000000,RW,RW14,Western,NULL,NULL,3.000000,West,15.000000,Nyabihu,GPS,R,-1.719926,29.555812,2203.000000,2221.000000,WGS84
30.012104,-2.193395,RW201000000019,RW,2010.000000,19.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,30.000000,Bugesera,GPS,R,-2.193395,30.012104,1379.000000,1383.000000,WGS84
29.704832,-2.372858,RW201000000020,RW,2010.000000,20.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,4.000000,Nyanza,GPS,R,-2.372858,29.704832,1681.000000,1662.000000,WGS84
29.290962,-2.191645,RW201000000021,RW,2010.000000,21.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.191645,29.290962,1765.000000,1741.000000,WGS84
29.815544,-2.267461,RW201000000022,RW,2010.000000,22.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,4.000000,Nyanza,GPS,R,-2.267461,29.815544,1586.000000,1604.000000,WGS84
30.124576,-1.984298,RW201000000023,RW,2010.000000,23.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.984298,30.124576,1435.000000,1429.000000,WGS84
29.322453,-1.640578,RW201000000024,RW,2010.000000,24.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.640578,29.322453,2102.000000,2104.000000,WGS84
29.73784,-1.41364,RW201000000025,RW,2010.000000,25.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,22.000000,Burera,GPS,R,-1.413640,29.737840,2017.000000,2013.000000,WGS84
30.414937,-1.355377,RW201000000026,RW,2010.000000,26.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.355377,30.414937,1386.000000,1390.000000,WGS84
29.35863,-1.670937,RW201000000027,RW,2010.000000,27.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.670937,29.358630,2081.000000,2094.000000,WGS84
29.618431,-1.64984,RW201000000028,RW,2010.000000,28.000000,RW,RW14,Western,NULL,NULL,3.000000,West,15.000000,Nyabihu,GPS,R,-1.649840,29.618431,2335.000000,2327.000000,WGS84
30.056542,-1.957099,RW201000000029,RW,2010.000000,29.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,1.000000,Nyarugenge,GPS,U,-1.957099,30.056542,1538.000000,1526.000000,WGS84
30.391795,-1.65317,RW201000000030,RW,2010.000000,30.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.653170,30.391795,1426.000000,1424.000000,WGS84
29.606201,-1.928112,RW201000000031,RW,2010.000000,31.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.928112,29.606201,1911.000000,1905.000000,WGS84
30.195201,-1.807319,RW201000000032,RW,2010.000000,32.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.807319,30.195201,1700.000000,1691.000000,WGS84
30.288849,-1.860849,RW201000000033,RW,2010.000000,33.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,24.000000,Rwamagana,GPS,R,-1.860849,30.288849,1486.000000,1472.000000,WGS84
29.383047,-1.59673,RW201000000034,RW,2010.000000,34.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.596730,29.383047,2344.000000,2343.000000,WGS84
30.545879,-2.243706,RW201000000035,RW,2010.000000,35.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,29.000000,Ngoma,GPS,R,-2.243706,30.545879,1573.000000,1575.000000,WGS84
30.295583,-1.429948,RW201000000036,RW,2010.000000,36.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.429948,30.295583,1426.000000,1435.000000,WGS84
29.667567,-2.585717,RW201000000037,RW,2010.000000,37.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,7.000000,Huye,GPS,R,-2.585717,29.667567,1817.000000,1823.000000,WGS84
30.414024,-1.224948,RW201000000038,RW,2010.000000,38.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.224948,30.414024,1449.000000,1449.000000,WGS84
30.255418,-1.407318,RW201000000039,RW,2010.000000,39.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.407318,30.255418,1455.000000,1455.000000,WGS84
29.625657,-2.644809,RW201000000040,RW,2010.000000,40.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.644809,29.625657,1817.000000,1795.000000,WGS84
29.592663,-2.154319,RW201000000041,RW,2010.000000,41.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.154319,29.592663,1618.000000,1617.000000,WGS84
30.591072,-2.119264,RW201000000042,RW,2010.000000,42.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,29.000000,Ngoma,GPS,U,-2.119264,30.591072,1686.000000,1687.000000,WGS84
29.490941,-2.65403,RW201000000043,RW,2010.000000,43.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.654030,29.490941,1983.000000,1960.000000,WGS84
29.96173,-1.842713,RW201000000044,RW,2010.000000,44.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,19.000000,Rulindo,GPS,R,-1.842713,29.961730,1497.000000,1516.000000,WGS84
30.134193,-1.635746,RW201000000045,RW,2010.000000,45.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.635746,30.134193,2039.000000,2011.000000,WGS84
30.091802,-1.981685,RW201000000046,RW,2010.000000,46.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.981685,30.091802,1457.000000,1470.000000,WGS84
29.442456,-2.766533,RW201000000047,RW,2010.000000,47.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.766533,29.442456,2192.000000,2181.000000,WGS84
29.688088,-1.911204,RW201000000048,RW,2010.000000,48.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,10.000000,Muhanga,GPS,R,-1.911204,29.688088,1581.000000,1584.000000,WGS84
29.310801,-1.820759,RW201000000049,RW,2010.000000,49.000000,RW,RW14,Western,NULL,NULL,3.000000,West,13.000000,Rutsiro,GPS,R,-1.820759,29.310801,1612.000000,1646.000000,WGS84
29.97244,-1.522252,RW201000000050,RW,2010.000000,50.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.522252,29.972440,2353.000000,2360.000000,WGS84
30.350218,-1.735648,RW201000000051,RW,2010.000000,51.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.735648,30.350218,1592.000000,1599.000000,WGS84
30.078518,-1.896964,RW201000000052,RW,2010.000000,52.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,2.000000,Gasabo,GPS,U,-1.896964,30.078518,1449.000000,1464.000000,WGS84
29.818389,-2.253763,RW201000000053,RW,2010.000000,53.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,U,-2.253763,29.818389,1543.000000,1542.000000,WGS84
29.488456,-2.660312,RW201000000054,RW,2010.000000,54.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.660312,29.488456,1984.000000,1971.000000,WGS84
30.567216,-2.036321,RW201000000055,RW,2010.000000,55.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,27.000000,Kayonza,GPS,R,-2.036321,30.567216,1657.000000,1650.000000,WGS84
30.027642,-1.944695,RW201000000056,RW,2010.000000,56.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,1.000000,Nyarugenge,GPS,U,-1.944695,30.027642,1395.000000,1402.000000,WGS84
30.117212,-1.941357,RW201000000057,RW,2010.000000,57.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,2.000000,Gasabo,GPS,R,-1.941357,30.117212,1438.000000,1448.000000,WGS84
29.937149,-1.506785,RW201000000058,RW,2010.000000,58.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,22.000000,Burera,GPS,R,-1.506785,29.937149,2284.000000,2293.000000,WGS84
30.446297,-1.724432,RW201000000059,RW,2010.000000,59.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,27.000000,Kayonza,GPS,R,-1.724432,30.446297,1376.000000,1381.000000,WGS84
29.265095,-1.680382,RW201000000060,RW,2010.000000,60.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.680382,29.265095,1529.000000,1526.000000,WGS84
30.130896,-2.384913,RW201000000061,RW,2010.000000,61.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,30.000000,Bugesera,GPS,R,-2.384913,30.130896,1442.000000,1440.000000,WGS84
30.03893,-1.663928,RW201000000062,RW,2010.000000,62.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,19.000000,Rulindo,GPS,R,-1.663928,30.038930,2086.000000,2075.000000,WGS84
30.186242,-1.382059,RW201000000063,RW,2010.000000,63.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.382059,30.186242,1464.000000,1472.000000,WGS84
30.188365,-1.464185,RW201000000064,RW,2010.000000,64.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.464185,30.188365,1487.000000,1485.000000,WGS84
30.632707,-2.275269,RW201000000065,RW,2010.000000,65.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,28.000000,Kirehe,GPS,R,-2.275269,30.632707,1565.000000,1583.000000,WGS84
29.663306,-1.604421,RW201000000066,RW,2010.000000,66.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,20.000000,Gakenke,GPS,R,-1.604421,29.663306,1793.000000,1780.000000,WGS84
29.29384,-1.69445,RW201000000067,RW,2010.000000,67.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.694450,29.293840,1843.000000,1818.000000,WGS84
30.061457,-1.40633,RW201000000068,RW,2010.000000,68.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.406330,30.061457,1957.000000,1960.000000,WGS84
29.520306,-2.619375,RW201000000069,RW,2010.000000,69.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.619375,29.520306,1934.000000,1934.000000,WGS84
30.148305,-1.961753,RW201000000070,RW,2010.000000,70.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.961753,30.148305,1434.000000,1444.000000,WGS84
29.896194,-1.532891,RW201000000071,RW,2010.000000,71.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,22.000000,Burera,GPS,R,-1.532891,29.896194,2119.000000,2114.000000,WGS84
29.300913,-1.677144,RW201000000072,RW,2010.000000,72.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,U,-1.677144,29.300913,1724.000000,1717.000000,WGS84
29.393545,-1.525402,RW201000000073,RW,2010.000000,73.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.525402,29.393545,2153.000000,2156.000000,WGS84
29.750063,-1.699055,RW201000000074,RW,2010.000000,74.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,20.000000,Gakenke,GPS,R,-1.699055,29.750063,1690.000000,1679.000000,WGS84
29.67166,-2.281564,RW201000000075,RW,2010.000000,75.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,4.000000,Nyanza,GPS,R,-2.281564,29.671660,1835.000000,1824.000000,WGS84
30.114562,-1.984379,RW201000000076,RW,2010.000000,76.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.984379,30.114562,1440.000000,1441.000000,WGS84
29.500459,-1.826279,RW201000000077,RW,2010.000000,77.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.826279,29.500459,2221.000000,2163.000000,WGS84
29.402976,-1.873284,RW201000000078,RW,2010.000000,78.000000,RW,RW14,Western,NULL,NULL,3.000000,West,13.000000,Rutsiro,GPS,R,-1.873284,29.402976,2639.000000,2636.000000,WGS84
29.705179,-2.196906,RW201000000079,RW,2010.000000,79.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,R,-2.196906,29.705179,1759.000000,1766.000000,WGS84
30.063068,-1.919394,RW201000000080,RW,2010.000000,80.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,2.000000,Gasabo,GPS,U,-1.919394,30.063068,1414.000000,1414.000000,WGS84
29.24687,-2.32428,RW201000000081,RW,2010.000000,81.000000,RW,RW14,Western,NULL,NULL,3.000000,West,18.000000,Nyamasheke,GPS,R,-2.324280,29.246870,1933.000000,1934.000000,WGS84
29.58157,-2.156734,RW201000000082,RW,2010.000000,82.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.156734,29.581570,1722.000000,1704.000000,WGS84
29.487188,-2.543825,RW201000000083,RW,2010.000000,83.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,8.000000,Nyamagabe,GPS,R,-2.543825,29.487188,2042.000000,2036.000000,WGS84
30.369448,-2.24475,RW201000000084,RW,2010.000000,84.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,29.000000,Ngoma,GPS,R,-2.244750,30.369448,1368.000000,1370.000000,WGS84
29.682687,-2.762775,RW201000000085,RW,2010.000000,85.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.762775,29.682687,1799.000000,1785.000000,WGS84
29.386458,-1.6394,RW201000000086,RW,2010.000000,86.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.639400,29.386458,2653.000000,2673.000000,WGS84
30.072169,-1.977328,RW201000000087,RW,2010.000000,87.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.977328,30.072169,1451.000000,1462.000000,WGS84
30.139626,-1.95365,RW201000000088,RW,2010.000000,88.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.953650,30.139626,1447.000000,1467.000000,WGS84
29.838132,-2.474959,RW201000000089,RW,2010.000000,89.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,5.000000,Gisagara,GPS,R,-2.474959,29.838132,1451.000000,1468.000000,WGS84
29.462497,-2.428076,RW201000000090,RW,2010.000000,90.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,8.000000,Nyamagabe,GPS,R,-2.428076,29.462497,2206.000000,2183.000000,WGS84
29.802312,-2.357266,RW201000000091,RW,2010.000000,91.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,4.000000,Nyanza,GPS,R,-2.357266,29.802312,1587.000000,1588.000000,WGS84
29.558065,-1.559758,RW201000000092,RW,2010.000000,92.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,21.000000,Musanze,GPS,R,-1.559758,29.558065,2218.000000,2206.000000,WGS84
30.363397,-1.631198,RW201000000093,RW,2010.000000,93.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.631198,30.363397,1470.000000,1471.000000,WGS84
29.436317,-2.104501,RW201000000094,RW,2010.000000,94.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.104501,29.436317,1939.000000,1913.000000,WGS84
29.628509,-2.208816,RW201000000095,RW,2010.000000,95.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,R,-2.208816,29.628509,1726.000000,1720.000000,WGS84
29.624638,-1.79213,RW201000000096,RW,2010.000000,96.000000,RW,RW14,Western,NULL,NULL,3.000000,West,16.000000,Ngororero,GPS,R,-1.792130,29.624638,1704.000000,1700.000000,WGS84
29.571792,-1.595625,RW201000000097,RW,2010.000000,97.000000,RW,RW14,Western,NULL,NULL,3.000000,West,15.000000,Nyabihu,GPS,R,-1.595625,29.571792,2476.000000,2443.000000,WGS84
30.580089,-1.919092,RW201000000098,RW,2010.000000,98.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,27.000000,Kayonza,GPS,R,-1.919092,30.580089,1451.000000,1459.000000,WGS84
30.063375,-1.968977,RW201000000099,RW,2010.000000,99.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,1.000000,Nyarugenge,GPS,U,-1.968977,30.063375,1439.000000,1436.000000,WGS84
29.390751,-2.089516,RW201000000100,RW,2010.000000,100.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,U,-2.089516,29.390751,1766.000000,1767.000000,WGS84
29.833817,-2.660932,RW201000000101,RW,2010.000000,101.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,5.000000,Gisagara,GPS,R,-2.660932,29.833817,1754.000000,1758.000000,WGS84
29.780193,-2.466248,RW201000000102,RW,2010.000000,102.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,7.000000,Huye,GPS,R,-2.466248,29.780193,1615.000000,1594.000000,WGS84
29.879028,-1.941192,RW201000000103,RW,2010.000000,103.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,11.000000,Kamonyi,GPS,R,-1.941192,29.879028,1792.000000,1784.000000,WGS84
29.376622,-2.189393,RW201000000104,RW,2010.000000,104.000000,RW,RW14,Western,NULL,NULL,3.000000,West,12.000000,Karongi,GPS,R,-2.189393,29.376622,2171.000000,2196.000000,WGS84
29.741134,-2.576043,RW201000000105,RW,2010.000000,105.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,7.000000,Huye,GPS,U,-2.576043,29.741134,1732.000000,1729.000000,WGS84
29.801138,-2.27699,RW201000000106,RW,2010.000000,106.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,4.000000,Nyanza,GPS,R,-2.276990,29.801138,1679.000000,1671.000000,WGS84
30.144472,-1.940151,RW201000000107,RW,2010.000000,107.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,2.000000,Gasabo,GPS,U,-1.940151,30.144472,1476.000000,1475.000000,WGS84
29.896746,-2.106086,RW201000000108,RW,2010.000000,108.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,11.000000,Kamonyi,GPS,R,-2.106086,29.896746,1545.000000,1542.000000,WGS84
29.370811,-1.693164,RW201000000109,RW,2010.000000,109.000000,RW,RW14,Western,NULL,NULL,3.000000,West,14.000000,Rubavu,GPS,R,-1.693164,29.370811,2069.000000,2065.000000,WGS84
30.414611,-1.099347,RW201000000110,RW,2010.000000,110.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,25.000000,Nyagatare,GPS,R,-1.099347,30.414611,1387.000000,1387.000000,WGS84
30.061431,-1.978592,RW201000000111,RW,2010.000000,111.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,3.000000,Kicukiro,GPS,U,-1.978592,30.061431,1414.000000,1416.000000,WGS84
30.076672,-1.688129,RW201000000112,RW,2010.000000,112.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.688129,30.076672,1981.000000,1972.000000,WGS84
29.472353,-2.709533,RW201000000113,RW,2010.000000,113.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,6.000000,Nyaruguru,GPS,R,-2.709533,29.472353,2259.000000,2233.000000,WGS84
30.029044,-2.040137,RW201000000114,RW,2010.000000,114.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,1.000000,Nyarugenge,GPS,U,-2.040137,30.029044,1597.000000,1572.000000,WGS84
29.505491,-1.723058,RW201000000115,RW,2010.000000,115.000000,RW,RW14,Western,NULL,NULL,3.000000,West,15.000000,Nyabihu,GPS,R,-1.723058,29.505491,2302.000000,2323.000000,WGS84
29.411107,-1.844282,RW201000000116,RW,2010.000000,116.000000,RW,RW14,Western,NULL,NULL,3.000000,West,13.000000,Rutsiro,GPS,R,-1.844282,29.411107,2248.000000,2220.000000,WGS84
29.090533,-2.507886,RW201000000117,RW,2010.000000,117.000000,RW,RW14,Western,NULL,NULL,3.000000,West,18.000000,Nyamasheke,GPS,R,-2.507886,29.090533,1727.000000,1726.000000,WGS84
29.690493,-2.139863,RW201000000118,RW,2010.000000,118.000000,RW,RW15,Southern,NULL,NULL,2.000000,South,9.000000,Ruhango,GPS,R,-2.139863,29.690493,1964.000000,1945.000000,WGS84
30.218895,-1.505122,RW201000000119,RW,2010.000000,119.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.505122,30.218895,1420.000000,1428.000000,WGS84
30.154405,-1.774679,RW201000000120,RW,2010.000000,120.000000,RW,RW13,Northern,NULL,NULL,4.000000,North,23.000000,Gicumbi,GPS,R,-1.774679,30.154405,1535.000000,1540.000000,WGS84
30.055079,-1.940534,RW201000000121,RW,2010.000000,121.000000,RW,RW12,Kigali City,NULL,NULL,1.000000,Kigali City,1.000000,Nyarugenge,GPS,U,-1.940534,30.055079,1410.000000,1424.000000,WGS84
30.309967,-1.585452,RW201000000122,RW,2010.000000,122.000000,RW,RW11,Eastern,NULL,NULL,5.000000,East,26.000000,Gatsibo,GPS,R,-1.585452,30.309967,1486.000000,1484.000000,WGS84
