id,max_,mean_,median_,min_,std_,wealth
248.0,0.0,0.0,0.0,0.0,0.0,-0.62987
249.0,6.0,0.3,0.0,0.0,1.30766968306,-0.46531
250.0,0.0,0.0,0.0,0.0,0.0,-0.44
251.0,54.0,15.88,11.0,0.0,13.6427856393,-0.20526
252.0,13.0,2.84,0.0,0.0,3.91336172619,-0.23927
253.0,11.0,3.73,0.0,0.0,4.02456208798,-0.00794
254.0,0.0,0.0,0.0,0.0,0.0,-0.06603
255.0,0.0,0.0,0.0,0.0,0.0,-0.50996
256.0,0.0,0.0,0.0,0.0,0.0,-0.24099
257.0,0.0,0.0,0.0,0.0,0.0,-0.187745
258.0,29.0,6.61,6.0,0.0,6.94391100173,2.50211
259.0,0.0,0.0,0.0,0.0,0.0,-0.24344
260.0,7.0,0.64,0.0,0.0,1.92623986045,-0.774805
261.0,0.0,0.0,0.0,0.0,0.0,-0.631775
262.0,0.0,0.0,0.0,0.0,0.0,-0.36802
263.0,0.0,0.0,0.0,0.0,0.0,-0.23793
264.0,62.0,27.53,19.0,7.0,19.1533051978,2.350095
265.0,0.0,0.0,0.0,0.0,0.0,-0.52447
266.0,7.0,0.8,0.0,0.0,2.07364413533,-0.55144
267.0,0.0,0.0,0.0,0.0,0.0,-0.42073
268.0,8.0,0.41,0.0,0.0,1.63153302142,-0.37288
269.0,0.0,0.0,0.0,0.0,0.0,-0.59495
270.0,12.0,2.02,0.0,0.0,3.67690086894,-0.40327
271.0,0.0,0.0,0.0,0.0,0.0,-0.35731
272.0,0.0,0.0,0.0,0.0,0.0,-0.580585
273.0,0.0,0.0,0.0,0.0,0.0,-0.4158
274.0,0.0,0.0,0.0,0.0,0.0,-0.49233
275.0,0.0,0.0,0.0,0.0,0.0,-0.43692
276.0,28.0,6.45,6.5,0.0,6.03717649237,0.01353
277.0,6.0,0.12,0.0,0.0,0.84,-0.543945
278.0,6.0,0.12,0.0,0.0,0.84,-0.498905
279.0,0.0,0.0,0.0,0.0,0.0,-0.35218
280.0,0.0,0.0,0.0,0.0,0.0,-0.39716
281.0,0.0,0.0,0.0,0.0,0.0,-0.332315
282.0,0.0,0.0,0.0,0.0,0.0,-0.43422
283.0,0.0,0.0,0.0,0.0,0.0,-0.22707
284.0,0.0,0.0,0.0,0.0,0.0,-0.33247
285.0,0.0,0.0,0.0,0.0,0.0,-0.50067
286.0,0.0,0.0,0.0,0.0,0.0,-0.39013
287.0,0.0,0.0,0.0,0.0,0.0,-0.320895
288.0,0.0,0.0,0.0,0.0,0.0,-0.431485
289.0,6.0,0.06,0.0,0.0,0.596992462264,-0.35488
290.0,0.0,0.0,0.0,0.0,0.0,-0.338035
291.0,22.0,3.6,0.0,0.0,5.30471488395,-0.429205
292.0,0.0,0.0,0.0,0.0,0.0,-0.36339
293.0,0.0,0.0,0.0,0.0,0.0,0.70122
294.0,6.0,0.48,0.0,0.0,1.62775919595,-0.03547
295.0,0.0,0.0,0.0,0.0,0.0,-0.53221
296.0,0.0,0.0,0.0,0.0,0.0,-0.538205
297.0,18.0,6.71,7.0,0.0,4.42559600506,0.959605
298.0,0.0,0.0,0.0,0.0,0.0,-0.1635
299.0,0.0,0.0,0.0,0.0,0.0,-0.37711
300.0,0.0,0.0,0.0,0.0,0.0,-0.3192
301.0,0.0,0.0,0.0,0.0,0.0,-0.24662
302.0,18.0,3.55,0.0,0.0,4.71884519772,0.302255
303.0,62.0,38.64,40.0,8.0,17.3721155879,2.31967
304.0,0.0,0.0,0.0,0.0,0.0,-0.44288
305.0,0.0,0.0,0.0,0.0,0.0,-0.291075
306.0,0.0,0.0,0.0,0.0,0.0,-0.47963
307.0,0.0,0.0,0.0,0.0,0.0,-0.46091
308.0,62.0,30.11,24.5,6.0,19.9258098957,0.43183
309.0,0.0,0.0,0.0,0.0,0.0,-1.05928
310.0,40.0,7.37,6.5,0.0,8.14451349069,-0.154715
311.0,0.0,0.0,0.0,0.0,0.0,-0.42186
312.0,0.0,0.0,0.0,0.0,0.0,-0.43099
313.0,0.0,0.0,0.0,0.0,0.0,-0.17455
314.0,0.0,0.0,0.0,0.0,0.0,-0.47909
315.0,6.0,0.06,0.0,0.0,0.596992462264,-0.421165
316.0,0.0,0.0,0.0,0.0,0.0,-0.58023
317.0,0.0,0.0,0.0,0.0,0.0,-0.498405
318.0,0.0,0.0,0.0,0.0,0.0,-0.61488
319.0,0.0,0.0,0.0,0.0,0.0,-0.39554
320.0,0.0,0.0,0.0,0.0,0.0,-0.568465
321.0,59.0,20.02,13.0,0.0,16.2456024819,0.40299
322.0,0.0,0.0,0.0,0.0,0.0,-0.525015
323.0,0.0,0.0,0.0,0.0,0.0,-0.516615
324.0,6.0,0.06,0.0,0.0,0.596992462264,-0.44002
325.0,7.0,0.84,0.0,0.0,2.18045866735,-0.32385
326.0,7.0,0.25,0.0,0.0,1.22780291578,-0.334285
327.0,0.0,0.0,0.0,0.0,0.0,-0.2405
328.0,0.0,0.0,0.0,0.0,0.0,-0.2294
329.0,62.0,33.32,31.0,7.0,19.7296122618,2.76322
330.0,0.0,0.0,0.0,0.0,0.0,-0.27322
331.0,0.0,0.0,0.0,0.0,0.0,-0.39614
332.0,0.0,0.0,0.0,0.0,0.0,-0.4299
333.0,0.0,0.0,0.0,0.0,0.0,-0.50936
334.0,0.0,0.0,0.0,0.0,0.0,-0.557035
335.0,0.0,0.0,0.0,0.0,0.0,-0.45419
336.0,8.0,1.44,0.0,0.0,2.72514219812,0.57939
337.0,12.0,3.06,0.0,0.0,4.34239565217,-0.333785
338.0,0.0,0.0,0.0,0.0,0.0,-0.314345
339.0,6.0,0.48,0.0,0.0,1.62775919595,-0.34575
340.0,0.0,0.0,0.0,0.0,0.0,-0.34319
341.0,0.0,0.0,0.0,0.0,0.0,-0.382225
342.0,11.0,3.6,0.0,0.0,4.03732584764,-0.368925
343.0,0.0,0.0,0.0,0.0,0.0,-0.13848
344.0,7.0,0.57,0.0,0.0,1.81799339933,-0.03654
345.0,0.0,0.0,0.0,0.0,0.0,-0.27234
346.0,0.0,0.0,0.0,0.0,0.0,-0.46763
347.0,0.0,0.0,0.0,0.0,0.0,-0.59597
348.0,6.0,0.18,0.0,0.0,1.02352332655,-0.56284
349.0,0.0,0.0,0.0,0.0,0.0,-0.44
350.0,0.0,0.0,0.0,0.0,0.0,-0.277315
351.0,0.0,0.0,0.0,0.0,0.0,0.067665
352.0,0.0,0.0,0.0,0.0,0.0,-0.646105
353.0,0.0,0.0,0.0,0.0,0.0,-0.45334
354.0,0.0,0.0,0.0,0.0,0.0,-0.111515
355.0,62.0,28.03,21.0,0.0,19.3713473976,0.4399
356.0,0.0,0.0,0.0,0.0,0.0,-0.54481
357.0,0.0,0.0,0.0,0.0,0.0,-0.51741
358.0,0.0,0.0,0.0,0.0,0.0,-0.50881
359.0,0.0,0.0,0.0,0.0,0.0,-0.44019
360.0,6.0,0.06,0.0,0.0,0.596992462264,-0.54981
361.0,0.0,0.0,0.0,0.0,0.0,-0.32879
362.0,0.0,0.0,0.0,0.0,0.0,-0.565795
363.0,0.0,0.0,0.0,0.0,0.0,-0.318705
364.0,6.0,0.18,0.0,0.0,1.02352332655,-0.16721
365.0,11.0,2.87,0.0,0.0,3.93358615007,-1.048935
366.0,0.0,0.0,0.0,0.0,0.0,-0.328025
367.0,0.0,0.0,0.0,0.0,0.0,-0.38121
368.0,61.0,21.89,15.0,0.0,16.6786660138,0.73583
369.0,0.0,0.0,0.0,0.0,0.0,-0.3549
370.0,7.0,0.2,0.0,0.0,1.1401754251,-0.30396
371.0,0.0,0.0,0.0,0.0,0.0,-0.441275
372.0,0.0,0.0,0.0,0.0,0.0,-0.4404
373.0,31.0,9.56,8.0,0.0,5.9805016512,1.062415
374.0,0.0,0.0,0.0,0.0,0.0,-0.447555
375.0,61.0,18.17,10.0,0.0,17.8275376875,0.92205
376.0,0.0,0.0,0.0,0.0,0.0,-0.432935
377.0,0.0,0.0,0.0,0.0,0.0,-0.394385
378.0,0.0,0.0,0.0,0.0,0.0,-0.21552
379.0,0.0,0.0,0.0,0.0,0.0,-0.46644
380.0,0.0,0.0,0.0,0.0,0.0,-0.10305
381.0,62.0,36.93,36.5,8.0,19.1129563386,2.55636
382.0,0.0,0.0,0.0,0.0,0.0,-0.398665
383.0,62.0,19.3,11.0,0.0,17.9357185527,4.46392
384.0,0.0,0.0,0.0,0.0,0.0,-0.54512
385.0,7.0,0.68,0.0,0.0,2.04391780657,-0.50384
386.0,0.0,0.0,0.0,0.0,0.0,-0.65856
387.0,0.0,0.0,0.0,0.0,0.0,-0.208475
388.0,0.0,0.0,0.0,0.0,0.0,-0.34955
389.0,6.0,0.06,0.0,0.0,0.596992462264,-0.650405
390.0,62.0,40.68,47.5,8.0,18.8137609212,2.356715
391.0,0.0,0.0,0.0,0.0,0.0,-0.33183
392.0,0.0,0.0,0.0,0.0,0.0,-0.398055
393.0,12.0,4.74,6.0,0.0,4.28630376898,0.82452
394.0,11.0,3.57,0.0,0.0,3.99563511848,1.354425
395.0,0.0,0.0,0.0,0.0,0.0,-0.39188
396.0,6.0,0.72,0.0,0.0,1.94976921711,-0.322915
397.0,0.0,0.0,0.0,0.0,0.0,-0.5965
398.0,0.0,0.0,0.0,0.0,0.0,-0.3239
399.0,0.0,0.0,0.0,0.0,0.0,0.01482
400.0,0.0,0.0,0.0,0.0,0.0,-0.347
401.0,62.0,32.14,29.0,6.0,19.5443188676,1.40751
402.0,62.0,38.08,40.0,8.0,17.7925152803,1.59583
403.0,0.0,0.0,0.0,0.0,0.0,-0.46382
404.0,0.0,0.0,0.0,0.0,0.0,-0.49018
405.0,0.0,0.0,0.0,0.0,0.0,-0.53891
406.0,9.0,0.69,0.0,0.0,2.20769110158,-0.325885
407.0,0.0,0.0,0.0,0.0,0.0,-0.52488
408.0,0.0,0.0,0.0,0.0,0.0,-0.503285
409.0,0.0,0.0,0.0,0.0,0.0,-0.35113
410.0,6.0,0.3,0.0,0.0,1.30766968306,-0.420465
411.0,62.0,29.77,24.5,6.0,20.4464446787,2.154725
412.0,7.0,0.51,0.0,0.0,1.73490633753,-0.32582
413.0,11.0,2.41,0.0,0.0,3.78970975142,-0.49692
414.0,0.0,0.0,0.0,0.0,0.0,-0.42302
415.0,0.0,0.0,0.0,0.0,0.0,-0.290605
416.0,0.0,0.0,0.0,0.0,0.0,-0.447635
417.0,62.0,37.52,40.0,7.0,18.2671727424,2.0418
418.0,0.0,0.0,0.0,0.0,0.0,-0.466925
419.0,62.0,44.09,47.5,11.0,15.2781510661,2.475315
420.0,8.0,1.18,0.0,0.0,2.53132376436,-0.39845
421.0,0.0,0.0,0.0,0.0,0.0,-0.482365
422.0,0.0,0.0,0.0,0.0,0.0,-0.561135
423.0,48.0,16.36,10.5,0.0,12.769902114,1.60997
424.0,62.0,44.87,50.0,11.0,15.6189980473,2.897935
425.0,0.0,0.0,0.0,0.0,0.0,-0.38999
426.0,0.0,0.0,0.0,0.0,0.0,-0.19768
427.0,0.0,0.0,0.0,0.0,0.0,1.17187
428.0,0.0,0.0,0.0,0.0,0.0,-0.53615
429.0,0.0,0.0,0.0,0.0,0.0,-0.402295
430.0,6.0,0.12,0.0,0.0,0.84,-0.62736
431.0,0.0,0.0,0.0,0.0,0.0,-0.30592
432.0,0.0,0.0,0.0,0.0,0.0,-0.407585
433.0,0.0,0.0,0.0,0.0,0.0,-0.289355
434.0,11.0,2.59,0.0,0.0,3.87064594093,-0.97256
435.0,0.0,0.0,0.0,0.0,0.0,-0.44131
436.0,0.0,0.0,0.0,0.0,0.0,-0.415155
437.0,0.0,0.0,0.0,0.0,0.0,-0.19954
438.0,11.0,2.35,0.0,0.0,3.78252561128,-0.206655
439.0,8.0,2.2,0.0,0.0,3.15911379979,-0.44176
440.0,0.0,0.0,0.0,0.0,0.0,-0.43531
441.0,0.0,0.0,0.0,0.0,0.0,-0.20395
442.0,0.0,0.0,0.0,0.0,0.0,-0.55741
443.0,62.0,36.22,35.5,8.0,17.4622908005,2.715035
444.0,0.0,0.0,0.0,0.0,0.0,-0.230185
445.0,0.0,0.0,0.0,0.0,0.0,-0.494455
446.0,0.0,0.0,0.0,0.0,0.0,-0.33651
447.0,6.0,0.12,0.0,0.0,0.84,-0.25624
448.0,0.0,0.0,0.0,0.0,0.0,-0.48465
449.0,0.0,0.0,0.0,0.0,0.0,-0.475155
450.0,7.0,0.07,0.0,0.0,0.696491205975,-0.409035
451.0,0.0,0.0,0.0,0.0,0.0,-0.460565
452.0,0.0,0.0,0.0,0.0,0.0,-0.17944
453.0,0.0,0.0,0.0,0.0,0.0,-0.27361
454.0,0.0,0.0,0.0,0.0,0.0,-0.330225
455.0,0.0,0.0,0.0,0.0,0.0,-0.36557
456.0,0.0,0.0,0.0,0.0,0.0,-0.29715
457.0,0.0,0.0,0.0,0.0,0.0,-0.4232
458.0,0.0,0.0,0.0,0.0,0.0,-0.308775
459.0,8.0,0.8,0.0,0.0,2.18174242293,-0.024985
460.0,62.0,33.88,31.5,7.0,18.8293812963,1.780695
461.0,62.0,29.42,22.0,0.0,20.0829181147,2.547345
462.0,0.0,0.0,0.0,0.0,0.0,-0.522915
463.0,0.0,0.0,0.0,0.0,0.0,-0.40975
464.0,14.0,3.86,0.0,0.0,4.4385132646,-0.316415
465.0,0.0,0.0,0.0,0.0,0.0,-0.50576
466.0,0.0,0.0,0.0,0.0,0.0,-0.10028
467.0,7.0,0.93,0.0,0.0,2.31194723123,0.12371
468.0,7.0,0.62,0.0,0.0,1.86429611382,-0.572355
469.0,0.0,0.0,0.0,0.0,0.0,-0.42667
470.0,0.0,0.0,0.0,0.0,0.0,-0.45228
471.0,0.0,0.0,0.0,0.0,0.0,-0.602765
472.0,0.0,0.0,0.0,0.0,0.0,-0.07872
473.0,0.0,0.0,0.0,0.0,0.0,-0.180235
474.0,6.0,0.18,0.0,0.0,1.02352332655,-0.519535
475.0,0.0,0.0,0.0,0.0,0.0,-0.413445
476.0,6.0,0.12,0.0,0.0,0.84,-0.44463
477.0,61.0,24.96,19.5,0.0,16.5141878396,-0.04091
478.0,0.0,0.0,0.0,0.0,0.0,-0.39664
479.0,0.0,0.0,0.0,0.0,0.0,-0.649635
480.0,11.0,2.11,0.0,0.0,3.56621648249,-0.41096
481.0,61.0,21.89,15.0,0.0,16.6786660138,2.432185
482.0,0.0,0.0,0.0,0.0,0.0,-0.25738
483.0,0.0,0.0,0.0,0.0,0.0,-0.369555
484.0,0.0,0.0,0.0,0.0,0.0,-0.565495
485.0,0.0,0.0,0.0,0.0,0.0,-0.29723
486.0,0.0,0.0,0.0,0.0,0.0,-0.14447
487.0,0.0,0.0,0.0,0.0,0.0,-0.38767
488.0,0.0,0.0,0.0,0.0,0.0,-0.52431
489.0,0.0,0.0,0.0,0.0,0.0,-0.388025
490.0,8.0,2.2,0.0,0.0,3.15911379979,0.32809
491.0,0.0,0.0,0.0,0.0,0.0,-0.27855
492.0,0.0,0.0,0.0,0.0,0.0,-0.31016
